00016765-bad0-4e2c-ad4e,0.705901
0005ae67-efdc-446f-aeee,0.318973
000a3cad-ef99-4e5e-9845,0.992595
00270340-40d5-4947-9255,0.363696
002d0637-e8fb-44a8-916b,0.272700
002db260-d9e3-454c-9234,0.235783
00321696-0d20-4715-8d89,0.374520
00346b3a-9553-4902-8830,0.533481
00356818-1324-481c-95ec,0.491968
0036e9e0-7075-46f2-9fa1,0.372313
003bc57f-22a1-45ce-9105,0.255546
00532be1-e92d-462f-8f84,0.905636
0056c188-b8a5-46d7-ab1e,0.988472
005f8371-94f4-4aed-a11b,0.998840
00601007-0afb-45f7-9b71,0.999645
006b3059-768e-466f-a66f,0.599575
006ccae6-5867-43fa-99a5,0.962466
0070e5b1-110e-41f2-a9a5,0.777957
007d39bf-968e-483e-a346,0.432636
00832ad8-cdaa-4210-965f,0.721013
008a3414-01fb-474b-962e,0.534624
008a3895-4001-44ea-8107,0.438907
008ec2cf-e0db-46e9-a5cd,0.338651
008eef8a-2ee9-4f51-a2c1,0.437432
00905c8b-43a4-45a7-bce0,0.988055
00907bde-dac1-42d5-bedf,0.530055
00925c3e-9015-4f31-9e46,0.420507
00993842-81ed-4b49-8f5e,0.287939
0099a408-95a0-42c2-91fc,0.599163
00a2f240-0ff7-4c1e-9d28,0.590914
00a776dd-e97b-47c2-b60a,0.398496
00b2e034-e2b5-4c0a-89db,0.285359
00bde04a-5e55-4a6d-a84b,0.436557
00c156aa-8c61-4c14-bf2f,0.364108
00c96faa-51ed-4461-8fc3,0.990546
00c97460-cd86-4ed3-85f6,0.356631
00c99011-6d85-4c82-b4a0,0.403408
00ca2a97-1a03-4ff0-a206,0.595461
00ccd4e2-39b6-4d79-8a8d,0.354127
00d0fa72-7115-497a-8e0b,0.270606
00d6a9ea-8420-4796-99c8,0.952742
00d6c2b0-d099-4d8f-9786,0.364165
00d77de4-a558-433b-b002,0.349346
00dc6beb-f678-42c2-8846,0.386441
00df820a-21ff-4359-9996,0.800554
00e004b1-94d2-4bf6-85eb,0.546837
00e377c5-c44d-4105-a7d1,0.870411
00e4e537-210d-4e27-8abc,0.759840
00ec942d-7980-4e0f-b59c,0.353635
00ec94d8-f2f4-426b-aa1d,0.322037
00f683c8-c7ee-4a4c-9b8d,0.430441
01057746-b2af-439d-841d,0.471693
010e43bc-efbf-4202-a130,0.589724
01147910-4964-4367-b662,0.455782
012f3dbe-c753-4b90-ba03,0.400297
013416d7-98fb-4d6a-ac05,0.255830
0138439a-f168-4bc8-8ef3,0.378370
013d3638-4ffc-42b3-a727,0.983986
01530c35-c96d-400f-a6b4,0.432221
015345dc-e036-479e-9172,0.581205
015a5772-01b3-4452-bcb2,0.341331
015e5478-99a0-4c4a-a3b8,0.405897
015e55aa-e471-4da4-8925,0.301203
015edbf5-f750-43d7-ba1f,0.248888
0164b7cd-f9eb-4aff-8020,0.393277
0167e001-0c35-422e-a452,0.389459
016f3937-3872-44ac-9d4d,0.360257
018bacbd-7741-4a37-bb75,0.514008
0199970b-b287-4182-9151,0.136503
0199a1f3-b735-46fc-bfb5,0.394667
01a070f3-75c8-4c16-80cb,0.374625
01a7176e-e73c-4ed5-94b2,0.495028
01aadc7f-84ac-4350-862f,0.440674
01c8e225-7aa9-45c9-a1c3,0.487274
01ed18d5-5144-43da-a536,0.461248
01f30f70-4f9b-4305-811b,0.456121
01f64d73-805c-44ce-935b,0.357444
01f9c61d-5509-409e-abd3,0.249157
0200a29b-556e-4adf-8328,0.321540
0202dde7-fb47-4d2a-9c75,0.337239
02056ebb-eed4-4fd7-bdc8,0.359817
0209abcd-2949-47e2-b4a6,0.366511
02185a02-7e62-45c4-ab2c,0.268752
02424689-fd4d-497e-8d21,0.489518
024b7c2e-087d-4675-bbd4,0.385989
0250a685-e388-46ba-994d,0.355926
0256ecdf-748e-4092-a6f2,0.527796
026d1b8b-fea0-4cb5-8082,0.629750
02793bf2-21d8-4e1c-a003,0.406467
027ad54c-5996-49b7-b9bc,0.382234
02855556-6787-4511-a210,0.339039
028b159e-da58-447a-9154,0.552215
028b90d7-f603-4e54-998d,0.526145
028cf84b-3012-4719-b187,0.484931
028dcfbf-a14d-4f03-b0ac,0.350170
02919e4e-f4e3-432f-a72a,0.375918
029ab3eb-e72c-4d2c-8890,0.302209
02a25347-8c6d-419a-9316,0.593915
02a6bc2a-1bf4-4bee-86d2,0.491451
02a7e863-18ff-49c2-a7fb,0.666452
02af9b8d-1106-4268-b639,0.312233
02b8271c-9cd8-4c02-bfd7,0.984609
02c4b2dd-9c31-45d4-914e,0.512639
02d0d759-ab34-455e-8089,0.991727
02d96356-9929-4ddb-a611,0.468460
02f282d6-ada0-494a-b906,0.355401
02f46986-403c-4a99-a8d6,0.462245
02f4b55e-65a1-4e65-b852,0.395565
02fd9ebc-17d6-4ef3-a4d3,0.466180
0316c9c2-b5b6-4c14-a1a7,0.465935
031ec3ef-bb74-498b-adb1,0.388852
03217e18-ef5e-4d21-843e,0.273956
03283361-6c6e-44d6-90a2,0.297126
032cdff6-a2b5-4e0f-a766,0.379989
03324608-4cd4-4ee4-86b9,0.999938
0352fcde-04b6-419f-8864,0.305023
0355b2af-e22b-4e8b-aed2,0.187075
0357a5ee-bfc5-4751-8621,0.392276
035c07f9-250a-4d37-893d,0.988834
035c27d9-9315-465f-9f3a,0.362716
035e15b4-6f38-4ff7-be52,0.530112
0362610b-9207-470e-b7c9,0.351057
036bdf99-02b6-496f-ba97,0.366327
03710ab6-5d10-462e-b7e1,0.924864
037a5cf2-e7f5-4317-92da,0.168826
0396e447-1674-41d7-810a,0.596684
0397bc19-eb2f-4584-8f3e,0.531329
039e7771-1e45-4585-a584,0.998406
039ec79e-ab6d-4c07-bbd3,0.253510
03a5045b-9875-42b3-af45,0.829126
03a910b6-a6ae-424e-8cbd,0.985029
03b35555-336d-4ea0-acfb,0.226625
03b70757-fbd7-4a0d-a35e,0.363103
03c43150-b24b-4388-8d2c,0.175182
03c4dc24-e3ab-456e-80f9,0.531721
03c7379e-4b69-4d93-b784,0.528729
03c7c8f5-12b9-45d3-ac05,0.979268
03cb520c-d97f-41b6-9d7f,0.363734
03d5ce43-00c7-4127-bfe3,0.706984
03d7355e-f2cc-47fc-b1c1,0.243366
03e2ffd4-f535-403f-8d26,0.236426
03e31cd9-0c06-4925-8e09,0.371195
03fb5357-88c8-4494-ab4a,0.827451
03fbbd7c-cb51-420b-b0ca,0.868113
0409f402-8a1c-425a-990c,0.399962
040b8c4a-4df3-45d0-936e,0.545141
040cded7-2606-442d-8d73,0.463683
041515c1-b92a-4421-ad6f,0.868128
041a3262-f219-4277-939a,0.405981
041faa95-295c-44ad-9b1d,0.338260
041fd112-e050-42e3-8254,0.963436
0425c371-9044-4b48-87d5,0.240934
042767c1-5279-42ce-8627,0.474200
043f304e-994b-4a83-a9ec,0.656674
04401ba5-6325-4e57-9465,0.239183
044141d6-c72d-40e3-8a09,0.699210
04479dc4-5f9d-4abc-bc75,0.537384
044fecb5-7a33-47b5-987f,0.518386
045c3ea0-c930-4ab7-9afc,0.348723
046f7e9e-c217-4122-9569,0.332376
04790a95-7b7b-4d05-9726,0.573121
047a6680-7ac4-4a90-88cd,0.262491
047b205c-46f0-47e0-8e03,0.472776
